seed,sched,reward,throughput_mbps,goodput_mbps,mean_sinr_db,completion_rate,deadline_miss_rate,retx_drop_rate,mu_depth,jain
20070,PPO,5458.2894,97.129,93.7381,12.7633,0.6076,0.3884,0.0001,3.4537,0.6904
20070,SUS+CQI,5555.792,100.7745,94.1693,12.2442,0.6035,0.3929,0.0,3.9963,0.7193
20070,SUS+DPF,1267.7718,86.4189,73.0085,11.7749,0.4739,0.5197,0.0,4.0,0.7879
20070,SUS+PF,1423.9955,89.3136,74.2884,11.9034,0.4833,0.5115,0.0,3.9999,0.7774
20070,SUS+Rnd,-1230.0248,80.1091,62.5609,11.7166,0.4109,0.5827,0.0,4.0,0.7389
20070,SU+CQI,580.1114,79.3528,76.4444,23.7391,0.4879,0.5078,0.0,1.0,0.5582
20070,SU+DPF,-2944.816,65.2272,56.3135,22.3867,0.3659,0.6265,0.0,1.0,0.8067
20070,SU+PF,-3385.364,67.7065,55.941,22.5988,0.3675,0.6256,0.0,1.0,0.7944
20070,SU+Rnd,-7119.1693,56.5903,39.1691,21.1305,0.2657,0.7268,0.0,1.0,0.8299
20071,PPO,4146.2646,60.1452,58.7523,10.2122,0.6532,0.3422,0.0005,2.3484,0.701
20071,SUS+CQI,3305.0458,59.4086,54.9046,6.0931,0.6062,0.3887,0.0002,3.9702,0.7034
20071,SUS+DPF,2243.0133,56.236,49.723,6.0333,0.5539,0.44,0.0009,3.9904,0.7099
20071,SUS+PF,2234.8378,56.2203,49.8891,6.0416,0.5555,0.4384,0.0009,3.9888,0.7093
20071,SUS+Rnd,1518.946,53.6634,46.635,5.9022,0.5216,0.4718,0.0009,3.9941,0.6802
20071,SU+CQI,3548.9108,58.8249,56.7142,17.6867,0.624,0.3713,0.0,1.0,0.6812
20071,SU+DPF,1934.0877,53.6403,48.5755,17.6444,0.5401,0.4539,0.0003,1.0,0.7148
20071,SU+PF,1827.958,54.0175,48.4784,17.6039,0.5399,0.4532,0.0014,1.0,0.7134
20071,SU+Rnd,-1083.2207,44.5954,35.1131,16.6123,0.4022,0.5906,0.0009,1.0,0.7144
20072,PPO,5623.9055,83.7619,82.2723,10.9423,0.648,0.3491,0.0001,2.8413,0.6847
20072,SUS+CQI,5122.9943,83.8186,79.6775,8.8464,0.6263,0.3705,0.0,3.9362,0.6962
20072,SUS+DPF,3177.4794,77.8281,70.6664,8.6743,0.5578,0.4381,0.0005,3.9912,0.6968
20072,SUS+PF,3121.4129,78.0489,70.5025,8.7179,0.5575,0.4383,0.0005,3.9867,0.6961
20072,SUS+Rnd,2728.7498,76.8443,68.5707,8.6962,0.5424,0.4528,0.0006,3.9951,0.686
20072,SU+CQI,2908.0772,74.1699,72.0565,22.2441,0.564,0.4328,0.0,1.0,0.6217
20072,SU+DPF,272.035,64.0905,58.7851,21.9487,0.4627,0.5326,0.0002,1.0,0.6763
20072,SU+PF,151.2839,65.7238,58.9835,22.0421,0.4685,0.5258,0.0017,1.0,0.6673
20072,SU+Rnd,-2267.7541,58.6241,47.3261,20.918,0.3835,0.6115,0.0001,1.0,0.7007
20073,PPO,6910.1185,77.3901,76.2642,9.9458,0.7319,0.2664,0.0,2.8337,0.7764
20073,SUS+CQI,6489.2082,78.5664,74.1088,7.5687,0.7062,0.2919,0.0,3.9805,0.7929
20073,SUS+DPF,4319.4136,72.5773,63.3979,7.5092,0.6103,0.3872,0.0,3.9979,0.813
20073,SUS+PF,4185.273,72.6488,63.2734,7.5023,0.6091,0.3887,0.0,3.996,0.8125
20073,SUS+Rnd,2878.5807,68.3138,57.1492,7.4305,0.5545,0.4426,0.0,3.999,0.7787
20073,SU+CQI,4190.8027,68.563,65.8217,17.8171,0.6267,0.3713,0.0,1.0,0.7194
20073,SU+DPF,2056.5796,60.9381,54.0637,17.5056,0.5203,0.476,0.0,1.0,0.7933
20073,SU+PF,1792.8211,62.5188,54.2152,17.5735,0.5237,0.4738,0.0,1.0,0.7884
20073,SU+Rnd,-1559.0923,52.2778,38.6393,16.2876,0.3843,0.611,0.0002,1.0,0.8101
20074,PPO,4477.3016,109.1453,106.9003,17.4314,0.5695,0.4273,0.0,2.8225,0.613
20074,SUS+CQI,3672.9112,109.3784,103.0794,15.7919,0.546,0.4508,0.0,3.998,0.6224
20074,SUS+DPF,-2747.4699,85.6119,74.0632,14.9411,0.3957,0.5979,0.0,3.9999,0.6464
20074,SUS+PF,-2557.4211,88.6565,75.0828,15.15,0.4046,0.5893,0.0003,4.0,0.6392
20074,SUS+Rnd,-2367.7836,89.2005,76.0715,15.3718,0.4083,0.5861,0.0001,4.0,0.5901
20074,SU+CQI,-446.0884,90.6076,88.6549,31.9123,0.4685,0.5277,0.0,1.0,0.5069
20074,SU+DPF,-6508.5032,67.2851,58.4356,30.0688,0.3143,0.6788,0.0001,1.0,0.6749
20074,SU+PF,-6966.7694,69.6664,58.1255,30.0835,0.3158,0.678,0.0001,1.0,0.6743
20074,SU+Rnd,-10986.7771,56.2203,41.2708,28.762,0.2303,0.7632,0.0004,1.0,0.6683
20075,PPO,7181.8755,110.5828,106.9833,16.8361,0.6392,0.3583,0.0,3.3382,0.7157
20075,SUS+CQI,6449.8781,113.2621,103.7766,15.4073,0.6102,0.3871,0.0,3.9932,0.7371
20075,SUS+DPF,5214.217,110.1874,96.2481,15.3113,0.5703,0.4258,0.0005,3.9996,0.7712
20075,SUS+PF,5266.0224,111.0647,97.0152,15.4217,0.5754,0.4212,0.0005,3.9983,0.7673
