seed,sched,reward,throughput_mbps,goodput_mbps,mean_sinr_db,completion_rate,deadline_miss_rate,retx_drop_rate,mu_depth,jain
10000,PPO,2735.395,86.6523,85.165,14.9523,0.5466,0.4499,0.0003,2.4513,0.5671
10000,SUS+CQI,2452.8729,86.3205,83.9833,11.6179,0.5376,0.4588,0.0004,3.9541,0.567
10000,SUS+DPF,-494.3446,75.6942,70.5185,11.6149,0.4543,0.5405,0.0007,3.9966,0.5614
10000,SUS+PF,-496.8833,76.8614,70.4666,11.7049,0.4556,0.5398,0.0006,3.9943,0.5605
10000,SUS+Rnd,844.5597,80.6021,76.3026,11.6666,0.4914,0.5036,0.0007,3.9959,0.5599
10000,SU+CQI,1166.1534,80.5273,79.0906,26.4314,0.5067,0.4898,0.0,1.0,0.5379
10000,SU+DPF,-3501.7355,61.669,57.7324,25.4566,0.3723,0.6213,0.0001,1.0,0.5713
10000,SU+PF,-3289.0602,65.1454,59.2072,25.6117,0.3844,0.6096,0.0005,1.0,0.563
10000,SU+Rnd,-5926.3486,56.5232,47.1251,24.6029,0.312,0.6812,0.0007,1.0,0.5731
10001,PPO,6217.4919,96.4901,94.7862,10.8355,0.639,0.3582,0.0,2.8784,0.6822
10001,SUS+CQI,5355.4508,96.1478,90.7603,9.2272,0.6085,0.3884,0.0001,3.9926,0.6924
10001,SUS+DPF,1659.9928,83.4809,73.0776,8.9852,0.4936,0.5012,0.0006,3.9998,0.7204
10001,SUS+PF,1370.6988,84.6526,72.1472,9.0136,0.4892,0.5063,0.0006,3.9997,0.717
10001,SUS+Rnd,792.8761,82.2213,69.5693,8.9062,0.4723,0.5216,0.0012,3.9999,0.6758
10001,SU+CQI,1917.215,80.6014,78.4999,19.797,0.5249,0.4713,0.0,1.0,0.5768
10001,SU+DPF,-2581.535,63.484,54.8522,18.5298,0.3732,0.6198,0.0,1.0,0.742
10001,SU+PF,-3037.3713,65.5771,54.7922,18.7408,0.3757,0.6185,0.0005,1.0,0.7338
10001,SU+Rnd,-6161.7402,55.9364,40.7489,17.3525,0.2864,0.7069,0.0005,1.0,0.7406
10002,PPO,6163.6849,76.3499,74.5985,10.2116,0.6972,0.3009,0.0,2.9127,0.754
10002,SUS+CQI,5745.2542,77.6652,72.6581,7.7405,0.6719,0.326,0.0,3.9796,0.7679
10002,SUS+DPF,4185.1044,73.7913,64.4583,7.7811,0.6019,0.3953,0.0,3.9958,0.7993
10002,SUS+PF,4050.9856,73.6852,64.1199,7.7553,0.5994,0.3978,0.0,3.9923,0.7984
10002,SUS+Rnd,2389.6484,68.1597,56.8023,7.6335,0.534,0.463,0.0,3.9988,0.7642
10002,SU+CQI,3822.8079,68.533,66.1157,18.9716,0.6102,0.3875,0.0,1.0,0.6889
10002,SU+DPF,2064.281,63.2375,55.6846,18.9036,0.5207,0.4758,0.0,1.0,0.7721
10002,SU+PF,1776.5678,64.0734,55.5191,18.9309,0.5208,0.4761,0.0001,1.0,0.768
10002,SU+Rnd,-1860.6646,52.5654,38.8232,17.3622,0.3753,0.6196,0.0001,1.0,0.7965
10003,PPO,2954.3574,91.9697,89.5957,11.3263,0.5456,0.4509,0.0,2.8004,0.593
10003,SUS+CQI,1893.7982,91.9001,84.2124,9.5498,0.5104,0.4855,0.0001,3.9994,0.6219
10003,SUS+DPF,-2120.6843,77.8332,65.6083,9.2221,0.4004,0.5938,0.0001,3.9999,0.6498
10003,SUS+PF,-1972.1736,79.8575,66.7669,9.3903,0.4091,0.5859,0.0003,3.9997,0.6439
10003,SUS+Rnd,-3613.204,74.4031,59.6768,9.1629,0.3667,0.6277,0.0002,3.9999,0.588
10003,SU+CQI,-569.7447,79.2693,76.6071,23.0303,0.4616,0.5345,0.0,1.0,0.5182
10003,SU+DPF,-5274.3163,61.3585,52.6599,21.6352,0.3225,0.671,0.0,1.0,0.6753
10003,SU+PF,-5282.3777,64.3262,54.2325,21.8343,0.3346,0.6602,0.0,1.0,0.6663
10003,SU+Rnd,-9489.2028,51.1598,35.6675,20.3224,0.228,0.7656,0.0001,1.0,0.674
10004,PPO,5314.122,117.1395,113.6924,14.2043,0.5795,0.4164,0.0,3.4668,0.6365
10004,SUS+CQI,4789.7191,119.887,111.4764,13.6127,0.5606,0.4356,0.0,3.9997,0.6582
10004,SUS+DPF,-1156.9178,99.5384,82.1953,12.7861,0.4199,0.5739,0.0001,4.0,0.7482
10004,SUS+PF,-823.1786,104.0171,84.2235,12.988,0.4327,0.5617,0.0001,4.0,0.7368
10004,SUS+Rnd,-3641.7931,94.5748,72.6851,12.7727,0.3737,0.6201,0.0002,4.0,0.6636
10004,SU+CQI,-1254.3827,92.6546,90.2244,27.3871,0.4525,0.5428,0.0,1.0,0.4884
10004,SU+DPF,-6633.5802,72.1584,60.7076,25.1656,0.3121,0.6811,0.0,1.0,0.7685
10004,SU+PF,-7370.3707,74.8051,59.612,25.2023,0.3113,0.683,0.0,1.0,0.7699
10004,SU+Rnd,-11430.7178,62.5353,42.3693,24.0541,0.2263,0.767,0.0,1.0,0.7719
10005,PPO,4346.2954,41.7196,40.397,17.5253,0.8082,0.1896,0.0,2.0669,0.8645
10005,SUS+CQI,3848.4069,40.9775,38.2313,9.2683,0.7606,0.2365,0.0,3.6224,0.8538
10005,SUS+DPF,3809.9135,40.8553,38.0435,9.2299,0.7571,0.2397,0.0003,3.6408,0.8527
10005,SUS+PF,3803.9139,40.8334,38.0261,9.1958,0.7568,0.24,0.0003,3.6381,0.8525
10005,SUS+Rnd,3660.0919,40.4438,37.2542,8.9834,0.7432,0.2536,0.0,3.7233,0.8484
10005,SU+CQI,4252.2804,41.8082,40.1246,25.1115,0.7977,0.1991,0.0003,1.0,0.8638
10005,SU+DPF,4042.6017,41.3282,39.1208,25.0966,0.7777,0.2188,0.0006,1.0,0.8655
10005,SU+PF,4030.2983,41.2873,39.0709,25.0944,0.7777,0.2185,0.001,1.0,0.8642
10005,SU+Rnd,3450.0624,39.6957,36.0178,25.0251,0.7213,0.2743,0.0003,1.0,0.8578
